name,marker_type,marker,marker_size,problem,param,runner,retcode,total_time,sat,ce,sat1_time,sat1_ce,nbsat,start_time
cegar_dense_128_3fp_mc16_seed_45545,marker,1,19,P3,k1,cegar3,0,0.06s,UNSAT,1,,,0,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,1,19,P3,k2,cegar3,0,0.06s,UNSAT,1,,,0,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,1,19,P3,k4,cegar3,0,1.61s,SAT,2,0.10s,1,30,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,1,19,P3,k6,cegar3,0,2.33s,SAT,2,0.10s,1,42,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker1,2,19,P3,k1,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker1,2,19,P3,k2,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker1,2,19,P3,k4,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker1,2,19,P3,k6,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,2,19,P3,k1,cegar3,0,0.13s,SAT,2,0.10s,1,1,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,2,19,P3,k2,cegar3,0,2.22s,SAT,5,0.11s,1,32,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,2,19,P3,k4,cegar3,0,3.88s,SAT,6,0.11s,1,53,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,2,19,P3,k6,cegar3,0,4.31s,SAT,7,0.31s,4,53,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,3,19,P3,k1,cegar3,0,0.06s,UNSAT,1,,,0,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,3,19,P3,k2,cegar3,0,0.11s,UNSAT,2,,,0,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,3,19,P3,k4,cegar3,0,1.78s,SAT,3,0.16s,2,30,0.00s
cegar_dense_128_3fp_mc16_seed_45545,marker,3,19,P3,k6,cegar3,0,2.52s,SAT,3,0.16s,2,42,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker1,1,62,P3,k1,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker1,1,62,P3,k2,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker1,1,62,P3,k4,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker1,1,62,P3,k6,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker1,2,62,P3,k1,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker1,2,62,P3,k2,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker1,2,62,P3,k4,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker1,2,62,P3,k6,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,1,62,P3,k1,cegar3,0,0.18s,SAT,1,0.11s,1,2,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,1,62,P3,k2,cegar3,0,0.18s,SAT,1,0.12s,1,2,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,1,62,P3,k4,cegar3,0,0.18s,SAT,1,0.12s,1,2,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,1,62,P3,k6,cegar3,0,0.19s,SAT,1,0.12s,1,2,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,2,62,P3,k1,cegar3,0,0.14s,UNSAT,2,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,2,62,P3,k2,cegar3,0,0.41s,SAT,2,0.20s,2,4,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,2,62,P3,k4,cegar3,0,0.40s,SAT,2,0.20s,2,4,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,2,62,P3,k6,cegar3,0,0.41s,SAT,2,0.21s,2,4,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,3,62,P3,k1,cegar3,0,0.17s,UNSAT,2,,,0,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,3,62,P3,k2,cegar3,0,0.44s,SAT,2,0.24s,2,4,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,3,62,P3,k4,cegar3,0,0.43s,SAT,2,0.24s,2,4,0.00s
cegar_dense_128_3fp_mc8_seed_2814331,marker,3,62,P3,k6,cegar3,0,0.44s,SAT,2,0.24s,2,4,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker1,1,36,P3,k1,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker1,1,36,P3,k2,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker1,1,36,P3,k4,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker1,1,36,P3,k6,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker1,2,36,P3,k1,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker1,2,36,P3,k2,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker1,2,36,P3,k4,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker1,2,36,P3,k6,cegar3,0,0.02s,UNSAT,0,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,1,36,P3,k1,cegar3,0,0.26s,UNSAT,2,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,1,36,P3,k2,cegar3,0,0.39s,UNSAT,3,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,1,36,P3,k4,cegar3,0,6.44s,SAT,3,0.50s,3,54,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,1,36,P3,k6,cegar3,0,6.56s,SAT,3,0.52s,3,54,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,2,36,P3,k1,cegar3,0,0.08s,UNSAT,1,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,2,36,P3,k2,cegar3,0,0.19s,UNSAT,2,,,0,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,2,36,P3,k4,cegar3,0,2.33s,SAT,2,0.28s,2,20,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,2,36,P3,k6,cegar3,0,2.38s,SAT,2,0.29s,2,20,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,3,36,P3,k1,cegar3,0,0.29s,SAT,1,0.19s,1,2,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,3,36,P3,k2,cegar3,0,0.29s,SAT,1,0.18s,1,2,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,3,36,P3,k4,cegar3,0,0.29s,SAT,1,0.19s,1,2,0.00s
cegar_dense_192_3fp_mc16.toml_seed_1149526,marker,3,36,P3,k6,cegar3,0,0.30s,SAT,1,0.19s,1,2,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker1,1,17,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker1,1,17,P3,k2,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker1,1,17,P3,k4,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker1,1,17,P3,k6,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,1,17,P3,k1,cegar3,0,0.11s,UNSAT,1,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,1,17,P3,k2,cegar3,0,0.52s,UNSAT,3,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,1,17,P3,k4,cegar3,0,5.15s,SAT,4,0.52s,3,33,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,1,17,P3,k6,cegar3,0,17.63s,SAT,4,0.54s,3,112,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker1,2,17,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker1,2,17,P3,k2,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker1,2,17,P3,k4,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker1,2,17,P3,k6,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,2,17,P3,k1,cegar3,0,1.57s,SAT,2,0.50s,2,8,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,2,17,P3,k2,cegar3,0,7.80s,SAT,2,0.52s,2,55,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,2,17,P3,k4,cegar3,0,11.32s,SAT,2,0.52s,2,79,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,2,17,P3,k6,cegar3,0,11.50s,SAT,2,0.52s,2,79,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,3,17,P3,k1,cegar3,0,0.22s,UNSAT,2,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,3,17,P3,k2,cegar3,0,0.51s,UNSAT,3,,,0,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,3,17,P3,k4,cegar3,0,5.75s,SAT,5,0.83s,4,33,0.00s
cegar_dense_256_3fp_mc16_seed_1809,marker,3,17,P3,k6,cegar3,0,21.55s,SAT,9,0.84s,4,112,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker1,1,158,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker1,1,158,P3,k2,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker1,1,158,P3,k4,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker1,1,158,P3,k6,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,1,158,P3,k1,cegar3,0,1.78s,SAT,1,0.38s,1,6,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,1,158,P3,k2,cegar3,0,1.80s,SAT,1,0.38s,1,6,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,1,158,P3,k4,cegar3,0,1.76s,SAT,1,0.38s,1,6,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,1,158,P3,k6,cegar3,0,1.77s,SAT,1,0.38s,1,6,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker1,2,158,P3,k1,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker1,2,158,P3,k2,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker1,2,158,P3,k4,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker1,2,158,P3,k6,cegar3,0,0.03s,UNSAT,0,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,2,158,P3,k1,cegar3,0,0.68s,UNSAT,1,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,2,158,P3,k2,cegar3,0,2.38s,SAT,1,0.98s,1,6,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,2,158,P3,k4,cegar3,0,2.36s,SAT,1,0.96s,1,6,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,2,158,P3,k6,cegar3,0,2.32s,SAT,1,0.95s,1,6,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,3,158,P3,k1,cegar3,0,0.50s,UNSAT,2,,,0,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,3,158,P3,k2,cegar3,0,4.04s,SAT,2,0.79s,2,12,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,3,158,P3,k4,cegar3,0,4.02s,SAT,2,0.78s,2,12,0.00s
cegar_dense_256_3fp_mc8_seed_4110121,marker,3,158,P3,k6,cegar3,0,3.97s,SAT,2,0.78s,2,12,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker1,1,17,P3,k1,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker1,1,17,P3,k2,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker1,1,17,P3,k4,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker1,1,17,P3,k6,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,1,17,P3,k1,cegar3,0,0.03s,UNSAT,2,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,1,17,P3,k2,cegar3,0,0.05s,SAT,2,0.04s,2,2,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,1,17,P3,k4,cegar3,0,0.05s,SAT,2,0.04s,2,2,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,1,17,P3,k6,cegar3,0,0.05s,SAT,2,0.04s,2,2,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker1,2,17,P3,k1,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker1,2,17,P3,k2,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker1,2,17,P3,k4,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker1,2,17,P3,k6,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,2,17,P3,k1,cegar3,0,0.03s,UNSAT,2,,,0,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,2,17,P3,k2,cegar3,0,0.06s,SAT,2,0.04s,2,2,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,2,17,P3,k4,cegar3,0,0.07s,SAT,2,0.04s,2,4,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,2,17,P3,k6,cegar3,0,0.08s,SAT,2,0.05s,2,4,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,3,17,P3,k1,cegar3,0,0.04s,SAT,1,0.03s,1,2,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,3,17,P3,k2,cegar3,0,0.04s,SAT,1,0.03s,1,2,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,3,17,P3,k4,cegar3,0,0.04s,SAT,1,0.03s,1,2,0.00s
cegar_dense_32_3fp_mc8_seed_5781669,marker,3,17,P3,k6,cegar3,0,0.04s,SAT,1,0.03s,1,2,0.00s
cegar_dense_32_3fp_seed_4415,marker1,1,14,P3,k1,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker1,1,14,P3,k2,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker1,1,14,P3,k4,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker1,1,14,P3,k6,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker,1,14,P3,k1,cegar3,0,0.05s,SAT,1,0.03s,1,3,0.00s
cegar_dense_32_3fp_seed_4415,marker,1,14,P3,k2,cegar3,0,0.06s,SAT,1,0.04s,1,3,0.00s
cegar_dense_32_3fp_seed_4415,marker,1,14,P3,k4,cegar3,0,0.06s,SAT,1,0.03s,1,3,0.00s
cegar_dense_32_3fp_seed_4415,marker,1,14,P3,k6,cegar3,0,0.05s,SAT,1,0.03s,1,3,0.00s
cegar_dense_32_3fp_seed_4415,marker1,2,14,P3,k1,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker1,2,14,P3,k2,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker1,2,14,P3,k4,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker1,2,14,P3,k6,cegar3,0,0.01s,UNSAT,0,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker,2,14,P3,k1,cegar3,0,0.03s,UNSAT,2,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker,2,14,P3,k2,cegar3,0,0.10s,SAT,2,0.04s,2,6,0.00s
cegar_dense_32_3fp_seed_4415,marker,2,14,P3,k4,cegar3,0,0.10s,SAT,2,0.04s,2,6,0.00s
cegar_dense_32_3fp_seed_4415,marker,2,14,P3,k6,cegar3,0,0.10s,SAT,2,0.04s,2,6,0.00s
cegar_dense_32_3fp_seed_4415,marker,3,14,P3,k1,cegar3,0,0.02s,UNSAT,1,,,0,0.00s
cegar_dense_32_3fp_seed_4415,marker,3,14,P3,k2,cegar3,0,0.08s,SAT,1,0.03s,1,6,0.00s
cegar_dense_32_3fp_seed_4415,marker,3,14,P3,k4,cegar3,0,0.08s,SAT,1,0.03s,1,6,0.00s
cegar_dense_32_3fp_seed_4415,marker,3,14,P3,k6,cegar3,0,0.08s,SAT,1,0.03s,1,6,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker1,1,84,P3,k1,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker1,1,84,P3,k2,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker1,1,84,P3,k4,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker1,1,84,P3,k6,cegar3,0,0.05s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker1,2,84,P3,k1,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker1,2,84,P3,k2,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker1,2,84,P3,k4,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker1,2,84,P3,k6,cegar3,0,0.05s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,1,84,P3,k1,cegar3,0,0.18s,UNSAT,1,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,1,84,P3,k2,cegar3,0,0.18s,UNSAT,1,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,1,84,P3,k4,cegar3,0,0.64s,UNSAT,3,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,1,84,P3,k6,cegar3,0,310.54s,SAT,7,1.64s,4,420,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,2,84,P3,k1,cegar3,0,1.37s,UNSAT,2,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,2,84,P3,k2,cegar3,0,3.32s,SAT,3,2.22s,3,3,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,2,84,P3,k4,cegar3,0,30.08s,SAT,3,2.15s,3,51,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,2,84,P3,k6,cegar3,0,30.13s,SAT,3,2.16s,3,51,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,3,84,P3,k1,cegar3,0,0.35s,UNSAT,2,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,3,84,P3,k2,cegar3,0,5.46s,SAT,2,0.97s,2,9,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,3,84,P3,k4,cegar3,0,5.47s,SAT,2,0.98s,2,9,0.00s
cegar_dense_384_3fp_mc16_seed_9174,marker,3,84,P3,k6,cegar3,0,5.51s,SAT,2,1.00s,2,9,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker1,1,62,P3,k1,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker1,1,62,P3,k2,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker1,1,62,P3,k4,cegar3,0,0.05s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker1,1,62,P3,k6,cegar3,0,0.05s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker1,2,62,P3,k1,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker1,2,62,P3,k2,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker1,2,62,P3,k4,cegar3,0,0.04s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker1,2,62,P3,k6,cegar3,0,0.05s,UNSAT,0,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,1,62,P3,k1,cegar3,0,1.16s,UNSAT,2,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,1,62,P3,k2,cegar3,0,4.67s,SAT,3,1.55s,2,7,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,1,62,P3,k4,cegar3,0,22.32s,SAT,3,1.56s,2,46,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,1,62,P3,k6,cegar3,0,23.46s,SAT,4,1.57s,2,46,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,2,62,P3,k1,cegar3,0,1.32s,UNSAT,2,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,2,62,P3,k2,cegar3,0,1.81s,UNSAT,3,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,2,62,P3,k4,cegar3,0,6.56s,SAT,4,2.37s,3,9,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,2,62,P3,k6,cegar3,0,48.89s,SAT,10,2.38s,3,81,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,3,62,P3,k1,cegar3,0,1.30s,UNSAT,2,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,3,62,P3,k2,cegar3,0,1.55s,UNSAT,3,,,0,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,3,62,P3,k4,cegar3,0,6.57s,SAT,3,1.91s,3,13,0.00s
cegar_dense_384_3fp_mc16_seed_96372,marker,3,62,P3,k6,cegar3,0,63.96s,SAT,6,1.96s,3,133,0.00s
cegar_dense_512_3fp_mc16_seed_41365,marker1,1,77,P3,k1,cegar3,0,0.06s,UNSAT,0,,,0,0.00s
cegar_dense_512_3fp_mc16_seed_41365,marker1,1,77,P3,k2,cegar3,0,0.06s,UNSAT,0,,,0,0.00s
cegar_dense_512_3fp_mc16_seed_41365,marker1,1,77,P3,k4,cegar3,0,0.06s,UNSAT,0,,,0,0.00s
cegar_dense_512_3fp_mc16_seed_41365,marker1,1,77,P3,k6,cegar3,0,0.06s,UNSAT,0,,,0,0.00s
cegar_dense_512_3fp_mc16_seed_41365,marker1,2,77,P3,k1,cegar3,0,0.06s,UNSAT,0,,,0,0.00s
cegar_dense_512_3fp_mc16_seed_41365,marker1,2,77,P3,k2,cegar3,0,0.06s,UNSAT,0,,,0,0.00s
cegar_dense_512_3fp_mc16_seed_41365,marker1,2,77,P3,k4,cegar3,0,0.06s,UNSAT,0,,,0,0.00s
